Symptom_1,Symptom_2,Symptom_3,Symptom_4,Disease,Description,Medication,Diet,Precaution_1,Precaution_2,Precaution_3,Precaution_4,workout
 fatigue, cough, high_fever, breathlessness,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Stay hydrated
 fatigue, cough, high_fever, breathlessness,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Include antioxidant-rich foods
 fatigue, cough, high_fever, breathlessness,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Avoid sulfite-containing foods
 fatigue, cough, high_fever, breathlessness,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Limit processed foods
 fatigue, cough, high_fever, breathlessness,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Consume magnesium-rich foods
 fatigue, cough, high_fever, breathlessness,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Consult a healthcare professional
 fatigue, cough, high_fever, breathlessness,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Avoid trigger foods
 cough, high_fever, breathlessness, family_history,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Include anti-inflammatory foods
 cough, high_fever, breathlessness, family_history,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Consume omega-3 fatty acids
 cough, high_fever, breathlessness, family_history,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Limit sodium intake
 cough, high_fever, breathlessness, family_history,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Stay hydrated
 cough, high_fever, breathlessness, family_history,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Include antioxidant-rich foods
 cough, high_fever, breathlessness, family_history,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Avoid sulfite-containing foods
 cough, high_fever, breathlessness, family_history,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Limit processed foods
 cough, high_fever, breathlessness, family_history,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Consume magnesium-rich foods
 cough, high_fever, breathlessness, family_history,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Consult a healthcare professional
 cough, high_fever, breathlessness, family_history,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Avoid trigger foods
 fatigue, high_fever, breathlessness, family_history,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Include anti-inflammatory foods
 fatigue, high_fever, breathlessness, family_history,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Consume omega-3 fatty acids
 fatigue, high_fever, breathlessness, family_history,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Limit sodium intake
 fatigue, high_fever, breathlessness, family_history,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Stay hydrated
 fatigue, high_fever, breathlessness, family_history,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Include antioxidant-rich foods
 fatigue, high_fever, breathlessness, family_history,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Avoid sulfite-containing foods
 fatigue, high_fever, breathlessness, family_history,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Limit processed foods
 fatigue, high_fever, breathlessness, family_history,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Consume magnesium-rich foods
 fatigue, high_fever, breathlessness, family_history,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Consult a healthcare professional
 fatigue, high_fever, breathlessness, family_history,Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']","['Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,Avoid trigger foods
 headache, chest_pain, dizziness, loss_of_balance,Hypertension ,,,,meditation,salt baths,reduce stress,get proper sleep,
 chest_pain, dizziness, loss_of_balance, lack_of_concentration,Hypertension ,,,,meditation,salt baths,reduce stress,get proper sleep,
 headache, dizziness, loss_of_balance, lack_of_concentration,Hypertension ,,,,meditation,salt baths,reduce stress,get proper sleep,
 headache, chest_pain, loss_of_balance, lack_of_concentration,Hypertension ,,,,meditation,salt baths,reduce stress,get proper sleep,
 headache, chest_pain, dizziness, lack_of_concentration,Hypertension ,,,,meditation,salt baths,reduce stress,get proper sleep,
 headache, chest_pain, dizziness, loss_of_balance,Hypertension ,,,,meditation,salt baths,reduce stress,get proper sleep,
 headache, chest_pain, dizziness, loss_of_balance,Hypertension ,,,,meditation,salt baths,reduce stress,get proper sleep,
 chest_pain, dizziness, loss_of_balance, lack_of_concentration,Hypertension ,,,,meditation,salt baths,reduce stress,get proper sleep,
 headache, dizziness, loss_of_balance, lack_of_concentration,Hypertension ,,,,meditation,salt baths,reduce stress,get proper sleep,
 headache, chest_pain, loss_of_balance, lack_of_concentration,Hypertension ,,,,meditation,salt baths,reduce stress,get proper sleep,
